transaction_id,customer_id,product_id,product_name,category,quantity_sold,unit_price,unit_cost,transaction_date,store_id,store_location,inventory_level,reorder_point,reorder_quantity,supplier_id,supplier_lead_time,customer_age,customer_gender,customer_income,customer_loyalty_level,payment_method,promotion_applied,promotion_type,weather_conditions,holiday_indicator,stockout_indicator,forecasted_demand,actual_demand
TX-6352,C-78341,P-ALI-332,Avena Quaker,Alimentos,1,4.38,2.35,09/07/2026,NY-01,Nueva York,66,14,160,SUP-001,12,45,F,112244,Oro,Tarjeta Débito,Sí,Cupón Digital,Niebla,Sí,No,255.2,218.6
TX-6353,C-62879,P-ALI-576,Salsa de Tomate,Alimentos,1,2.71,1.31,09/10/2026,HOU-02,Houston,116,13,59,SUP-017,12,23,Otro,90894,Oro,Efectivo,Sí,Precio Especial,Nieve,No,No,238.2,238.3
TX-6354,C-86643,P-ALI-167,Atún en Lata,Alimentos,3,1.98,0.98,28/01/2026,HOU-01,Houston,110,10,106,SUP-016,13,24,F,104287,Bronce,Billetera Digital,No,Sin Promoción,Lluvia,Sí,No,145.9,137.6
TX-6355,C-91778,P-LIM-304,Jabón en Barra x3,Limpieza,3,2.84,1.28,27/12/2026,NY-02,Nueva York,68,33,148,SUP-018,4,49,M,73265,Plata,Efectivo,No,Sin Promoción,Tormenta,Sí,No,93.6,99.6
TX-6356,C-59358,P-LIM-617,Aromatizante Hogar,Limpieza,7,6.27,3.05,03/07/2026,NY-02,Nueva York,117,38,93,SUP-017,6,59,M,98893,Bronce,Tarjeta Débito,Sí,Precio Especial,Nublado,Sí,No,142.5,114.7
TX-6357,C-39475,P-LIM-597,Cloro 1L,Limpieza,6,3.04,1.37,25/05/2026,CHI-02,Chicago,6,25,104,SUP-015,6,33,Otro,65819,Plata,Tarjeta Débito,No,Sin Promoción,Nieve,Sí,No,53.3,43.9
TX-6358,C-75996,P-LIM-986,Bolsas Basura x20,Limpieza,4,3.45,1.61,16/01/2026,MIA-01,Miami,49,11,71,SUP-005,10,40,Otro,65930,Bronce,Efectivo,Sí,Cupón Digital,Niebla,No,No,280.1,267.2
TX-6359,C-38077,P-CUI-966,Gel de Ducha,Cuidado Personal,6,5.21,2.45,10/08/2026,MIA-01,Miami,50,27,149,SUP-007,11,58,Otro,29907,Bronce,Billetera Digital,No,Sin Promoción,Nieve,Sí,No,118.6,139.5
TX-6360,C-35461,P-ELE-784,Audífonos Bluetooth,Electrónica,9,29.83,14.66,30/10/2026,NY-01,Nueva York,105,24,148,SUP-005,11,52,Otro,99606,Plata,Tarjeta Crédito,Sí,Cupón Digital,Lluvia,No,No,213.1,231.8
TX-6361,C-97629,P-LIM-899,Detergente Líq 1L,Limpieza,9,5.59,2.84,17/11/2026,HOU-01,Houston,77,17,90,SUP-017,10,36,Otro,119614,Bronce,Tarjeta Débito,Sí,Sin Promoción,Nublado,No,No,201.5,204.9
TX-6362,C-78806,P-ELE-865,Audífonos Bluetooth,Electrónica,4,30.09,14.99,31/12/2026,NY-02,Nueva York,57,32,182,SUP-012,16,49,M,85077,No Registrado,Tarjeta Crédito,No,Sin Promoción,Nublado,No,No,296.9,260.4
TX-6363,C-33108,P-LÁC-442,Leche Entera 1L,Lácteos,4,2.01,1.08,27/07/2026,MIA-02,Miami,88,26,200,SUP-012,6,52,M,23619,Oro,Billetera Digital,Sí,2x1,Tormenta,No,No,51.9,61.4
TX-6364,C-26980,P-ELE-103,Memoria USB 64GB,Electrónica,10,12.67,6.19,11/08/2026,MIA-01,Miami,94,18,199,SUP-013,10,62,Otro,21173,No Registrado,Tarjeta Crédito,Sí,Cupón Digital,Tormenta,Sí,No,279.4,238.2
TX-6365,C-28567,P-LÁC-376,Leche Entera 1L,Lácteos,8,2.08,1.12,19/04/2026,HOU-01,Houston,80,34,150,SUP-009,7,24,F,52103,Plata,Billetera Digital,No,Sin Promoción,Soleado,Sí,No,102.9,104.1
TX-6366,C-94653,P-ELE-759,Hub USB 4 Puertos,Electrónica,4,17.36,8.09,30/03/2026,LA-02,Los Ángeles,6,16,194,SUP-006,15,40,Otro,38895,No Registrado,Billetera Digital,No,Sin Promoción,Lluvia,No,Sí,213.9,196.2
TX-6367,C-30811,P-LIM-639,Limpiapisos 1L,Limpieza,8,4.95,2.35,13/03/2026,MIA-02,Miami,104,23,168,SUP-004,4,26,M,117030,No Registrado,Tarjeta Crédito,No,Sin Promoción,Niebla,No,No,164.4,164.5
TX-6368,C-54305,P-CUI-633,Pasta Dental 150ml,Cuidado Personal,12,3.12,1.37,12/10/2026,CHI-02,Chicago,27,15,76,SUP-013,9,60,Otro,74346,Oro,Transferencia,Sí,Descuento %,Lluvia,Sí,No,256.7,228.0
TX-6369,C-76745,P-ELE-644,Lámpara LED USB,Electrónica,12,11.79,5.54,04/07/2026,HOU-01,Houston,50,16,127,SUP-020,9,36,Otro,115545,No Registrado,Billetera Digital,Sí,2x1,Lluvia,Sí,No,308.7,279.7
TX-6370,C-15857,P-ALI-764,Avena Quaker,Alimentos,8,4.36,2.44,02/08/2026,MIA-02,Miami,107,38,92,SUP-002,11,24,M,80035,Oro,Tarjeta Débito,Sí,Precio Especial,Soleado,Sí,No,302.6,294.5
TX-6371,C-23386,P-LÁC-797,Queso Cheddar 200g,Lácteos,9,3.98,2.16,28/05/2026,CHI-02,Chicago,89,21,185,SUP-008,16,55,Otro,86156,Oro,Efectivo,Sí,2x1,Lluvia,No,No,79.9,66.2
TX-6372,C-28241,P-CUI-578,Pasta Dental 150ml,Cuidado Personal,8,2.96,1.41,10/12/2026,NY-02,Nueva York,54,16,59,SUP-011,5,28,Otro,30004,Oro,Tarjeta Crédito,Sí,2x1,Nublado,Sí,No,316.4,346.0
TX-6373,C-67457,P-ALI-839,Frijoles Negros,Alimentos,6,1.51,0.75,10/03/2026,LA-01,Los Ángeles,90,18,58,SUP-014,18,18,F,84931,Oro,Transferencia,No,Sin Promoción,Niebla,No,No,128.8,148.7
TX-6374,C-82779,P-ALI-426,Cereales Kellogg's,Alimentos,10,4.8,2.65,06/02/2026,NY-01,Nueva York,44,11,62,SUP-017,9,66,F,38777,No Registrado,Tarjeta Crédito,No,Sin Promoción,Nublado,Sí,No,99.1,86.1
TX-6375,C-39128,P-ALI-973,Atún en Lata,Alimentos,5,1.86,0.97,09/01/2026,CHI-02,Chicago,59,28,78,SUP-002,4,56,Otro,32850,Bronce,Efectivo,No,Sin Promoción,Nieve,Sí,No,90.6,79.2
TX-6376,C-81927,P-CUI-874,Crema Corporal,Cuidado Personal,8,7.85,3.79,07/09/2026,CHI-02,Chicago,85,31,164,SUP-018,6,38,Otro,72857,Plata,Tarjeta Crédito,Sí,2x1,Niebla,No,No,116.4,101.7
TX-6377,C-86376,P-CUI-971,Crema Corporal,Cuidado Personal,3,7.46,3.79,12/08/2026,LA-02,Los Ángeles,61,12,84,SUP-015,16,33,F,101537,No Registrado,Transferencia,Sí,Descuento %,Niebla,Sí,No,163.5,160.8
TX-6378,C-98527,P-ALI-917,Atún en Lata,Alimentos,3,1.94,0.98,11/03/2026,CHI-01,Chicago,72,26,136,SUP-007,19,67,M,99449,No Registrado,Efectivo,Sí,2x1,Nublado,Sí,No,232.5,234.9
TX-6379,C-62430,P-ELE-879,Cable USB-C 2m,Electrónica,7,9.03,4.42,12/03/2026,MIA-02,Miami,116,15,129,SUP-012,21,43,M,44030,No Registrado,Transferencia,Sí,Cupón Digital,Nieve,No,No,219.4,222.8
TX-6380,C-82369,P-ELE-653,Mouse Inalámbrico,Electrónica,12,14.67,7.49,01/08/2026,MIA-02,Miami,23,11,197,SUP-004,7,29,F,106090,Bronce,Efectivo,No,Sin Promoción,Tormenta,No,No,213.2,211.3
TX-6381,C-59209,P-CUI-938,Desodorante Roll-On,Cuidado Personal,12,4.07,1.85,22/08/2026,HOU-01,Houston,37,40,134,SUP-016,13,45,M,64447,Oro,Tarjeta Débito,Sí,Cupón Digital,Niebla,No,Sí,146.7,149.0
TX-6382,C-64398,P-CUI-973,Acondicionador 400ml,Cuidado Personal,4,5.98,3.18,23/12/2026,NY-02,Nueva York,119,37,87,SUP-001,15,62,Otro,46229,Plata,Transferencia,No,Sin Promoción,Nieve,Sí,No,235.0,268.2
TX-6383,C-91302,P-LÁC-127,Queso Mozzarella,Lácteos,2,4.64,2.57,06/08/2026,LA-01,Los Ángeles,65,28,95,SUP-011,17,45,M,70304,Plata,Transferencia,No,Sin Promoción,Soleado,Sí,No,137.1,110.2
TX-6384,C-66609,P-ALI-791,Salsa de Tomate,Alimentos,1,2.65,1.28,03/04/2026,LA-01,Los Ángeles,38,17,195,SUP-006,11,30,M,19413,Oro,Tarjeta Crédito,Sí,Precio Especial,Tormenta,Sí,No,203.6,195.6
TX-6385,C-80854,P-LIM-998,Cloro 1L,Limpieza,3,3.05,1.36,18/09/2026,HOU-01,Houston,79,27,81,SUP-012,6,44,Otro,32562,No Registrado,Transferencia,Sí,Descuento %,Lluvia,Sí,No,136.5,126.7
TX-6386,C-38656,P-LIM-105,Limpiapisos 1L,Limpieza,1,4.83,2.38,10/10/2026,LA-01,Los Ángeles,109,31,74,SUP-011,7,65,F,96679,No Registrado,Efectivo,Sí,Descuento %,Tormenta,No,No,204.5,206.9
TX-6387,C-37393,P-LIM-777,Suavizante Ropa,Limpieza,4,5.07,2.64,19/08/2026,MIA-01,Miami,44,18,197,SUP-005,20,53,Otro,42910,Bronce,Efectivo,Sí,Bundle,Tormenta,No,No,53.9,54.5
TX-6388,C-76745,P-ELE-644,Lámpara LED USB,Electrónica,12,11.79,5.54,01/07/2026,HOU-01,Houston,50,16,127,SUP-020,9,36,Otro,115545,No Registrado,Billetera Digital,Sí,2x1,Lluvia,Sí,No,308.7,279.7
TX-6389,C-41319,P-ALI-805,Atún en Lata,Alimentos,4,1.88,0.95,06/04/2026,CHI-01,Chicago,47,29,166,SUP-020,15,70,Otro,42369,No Registrado,Tarjeta Débito,No,Sin Promoción,Tormenta,No,No,99.9,117.6
TX-6390,C-38656,P-LIM-105,Limpiapisos 1L,Limpieza,1,4.83,2.38,06/11/2026,LA-01,Los Ángeles,109,31,74,SUP-011,7,65,F,96679,No Registrado,Efectivo,Sí,Descuento %,Tormenta,No,No,204.5,206.9
TX-6391,C-55290,P-LÁC-104,Queso Mozzarella,Lácteos,4,4.59,2.53,23/10/2026,LA-01,Los Ángeles,96,18,156,SUP-008,15,60,F,18474,Bronce,Billetera Digital,Sí,Descuento %,Niebla,No,No,287.5,342.5
TX-6392,C-65863,P-CUI-571,Acondicionador 400ml,Cuidado Personal,9,6.1,3.01,02/05/2026,CHI-02,Chicago,75,39,144,SUP-019,21,38,F,56864,Plata,Tarjeta Débito,Sí,Descuento %,Tormenta,Sí,No,72.8,83.4
TX-6393,C-91385,P-ALI-216,Granola Premium,Alimentos,11,7.07,3.94,14/09/2026,CHI-02,Chicago,117,35,159,SUP-003,8,71,M,118524,Plata,Tarjeta Débito,Sí,Bundle,Tormenta,Sí,No,207.1,234.2
TX-6394,C-34328,P-LIM-426,Cloro 1L,Limpieza,5,3.08,1.38,30/07/2026,CHI-02,Chicago,83,25,196,SUP-012,15,49,Otro,86647,No Registrado,Tarjeta Crédito,Sí,Precio Especial,Tormenta,Sí,No,274.2,275.2
TX-6395,C-25914,P-ELE-489,Funda Celular,Electrónica,10,7.8,3.12,07/10/2026,HOU-01,Houston,98,21,120,SUP-014,12,57,F,33486,Oro,Transferencia,Sí,Bundle,Nieve,Sí,No,87.3,96.3
TX-6396,C-50439,P-LIM-967,Cloro 1L,Limpieza,3,3.03,1.43,07/07/2026,CHI-01,Chicago,27,12,142,SUP-007,17,37,M,22801,Bronce,Tarjeta Crédito,Sí,Descuento %,Tormenta,No,No,61.0,59.5
TX-6397,C-69984,P-LIM-750,Aromatizante Hogar,Limpieza,1,6.15,3.05,20/01/2026,HOU-02,Houston,24,14,160,SUP-005,19,36,Otro,20731,Bronce,Efectivo,Sí,Bundle,Soleado,Sí,No,240.5,274.0
TX-6398,C-35319,P-LIM-712,Aromatizante Hogar,Limpieza,5,6.19,3.13,05/09/2026,LA-02,Los Ángeles,98,24,186,SUP-005,19,57,F,90223,Plata,Transferencia,Sí,Sin Promoción,Nublado,Sí,No,359.5,368.2
TX-6399,C-35047,P-ELE-993,Hub USB 4 Puertos,Electrónica,2,17.75,8.25,08/07/2026,NY-02,Nueva York,97,34,155,SUP-018,5,53,M,70733,Bronce,Efectivo,No,Sin Promoción,Tormenta,Sí,No,119.5,141.9
TX-6400,C-11572,P-LIM-903,Detergente Líq 1L,Limpieza,7,5.35,2.82,25/10/2026,LA-01,Los Ángeles,40,30,145,SUP-016,15,19,F,58714,Plata,Tarjeta Débito,Sí,Cupón Digital,Lluvia,Sí,No,84.7,94.9
TX-6401,C-11079,P-ALI-442,Aceite Oliva 1L,Alimentos,7,9.73,5.89,20/12/2026,MIA-02,Miami,60,33,83,SUP-011,13,75,M,113641,Oro,Transferencia,No,Sin Promoción,Nublado,Sí,No,363.0,373.1
TX-6402,C-66235,P-CUI-108,Cepillo Dental,Cuidado Personal,4,1.98,0.91,14/03/2026,MIA-01,Miami,28,16,166,SUP-002,7,24,Otro,42604,No Registrado,Efectivo,Sí,Bundle,Nieve,No,No,149.1,166.5
TX-6403,C-55582,P-ELE-214,Lámpara LED USB,Electrónica,7,11.78,5.48,27/09/2026,NY-01,Nueva York,116,13,120,SUP-003,13,51,M,82590,Oro,Tarjeta Crédito,Sí,Cupón Digital,Nublado,Sí,No,115.6,137.6
TX-6404,C-15741,P-LIM-647,Esponjas x3,Limpieza,6,2.07,0.9,24/05/2026,HOU-02,Houston,17,17,107,SUP-003,19,40,F,36807,Plata,Efectivo,Sí,Cupón Digital,Nieve,Sí,No,302.6,355.8
TX-6405,C-41573,P-ALI-233,Cereales Kellogg's,Alimentos,9,4.82,2.73,22/09/2026,HOU-01,Houston,113,16,84,SUP-010,21,39,M,35321,Bronce,Tarjeta Débito,Sí,Bundle,Tormenta,Sí,No,123.6,127.3
TX-6406,C-61585,P-LIM-522,Bolsas Basura x20,Limpieza,4,3.33,1.62,25/09/2026,MIA-02,Miami,14,36,51,SUP-008,21,56,Otro,80811,No Registrado,Tarjeta Crédito,No,Sin Promoción,Nublado,Sí,Sí,98.1,85.6
TX-6407,C-11976,P-ELE-213,Mouse Inalámbrico,Electrónica,9,14.72,7.47,09/11/2026,LA-01,Los Ángeles,60,30,113,SUP-016,13,58,M,102837,Oro,Efectivo,No,Sin Promoción,Lluvia,No,No,162.8,190.8
TX-6408,C-41084,P-ALI-218,Granola Premium,Alimentos,8,6.97,3.87,06/05/2026,NY-02,Nueva York,60,13,62,SUP-004,17,70,Otro,46948,Oro,Tarjeta Débito,Sí,Precio Especial,Soleado,No,No,180.1,215.4
TX-6409,C-46284,P-CUI-802,Pasta Dental 150ml,Cuidado Personal,9,3.03,1.42,19/11/2026,MIA-01,Miami,117,36,90,SUP-004,18,43,Otro,25414,No Registrado,Tarjeta Crédito,No,Sin Promoción,Niebla,Sí,No,64.1,72.3
TX-6410,C-80020,P-LÁC-900,Mantequilla 250g,Lácteos,3,3.39,1.92,06/12/2026,MIA-02,Miami,97,12,167,SUP-002,8,42,M,87431,Plata,Billetera Digital,No,Sin Promoción,Nublado,Sí,No,324.6,282.6
TX-6411,C-12581,P-ALI-796,Cereales Kellogg's,Alimentos,1,4.88,2.67,09/12/2026,HOU-02,Houston,94,39,82,SUP-001,14,21,Otro,88171,No Registrado,Transferencia,No,Sin Promoción,Nieve,No,No,228.9,185.3
TX-6412,C-52523,P-ELE-799,Cargador Rápido 65W,Electrónica,8,20.27,10.05,17/12/2026,HOU-01,Houston,20,14,193,SUP-014,11,19,F,91211,Plata,Billetera Digital,No,Sin Promoción,Nieve,No,No,82.6,70.5
TX-6413,C-69433,P-ELE-256,Hub USB 4 Puertos,Electrónica,4,17.44,8.3,04/10/2026,MIA-01,Miami,38,31,108,SUP-014,2,45,F,73243,Plata,Efectivo,Sí,Precio Especial,Soleado,Sí,No,374.1,372.1
TX-6414,C-97834,P-CUI-358,Acondicionador 400ml,Cuidado Personal,10,6.05,3.13,24/10/2026,HOU-02,Houston,41,14,91,SUP-011,3,26,Otro,82887,No Registrado,Transferencia,No,Sin Promoción,Niebla,No,No,121.6,105.2
TX-6415,C-20131,P-ALI-984,Atún en Lata,Alimentos,11,1.9,0.94,10/11/2026,MIA-01,Miami,15,23,57,SUP-016,21,40,M,97146,Oro,Tarjeta Crédito,No,Sin Promoción,Tormenta,No,Sí,248.0,273.6
TX-6416,C-23494,P-ELE-192,Lámpara LED USB,Electrónica,10,11.27,5.69,25/06/2026,HOU-02,Houston,25,27,145,SUP-001,18,48,M,97435,No Registrado,Efectivo,No,Sin Promoción,Niebla,No,Sí,298.6,312.0
TX-6417,C-23813,P-ELE-792,Cable USB-C 2m,Electrónica,10,8.85,4.43,06/01/2026,LA-02,Los Ángeles,45,40,84,SUP-004,4,70,Otro,31030,Plata,Billetera Digital,Sí,Precio Especial,Nieve,Sí,No,106.2,119.9
TX-6418,C-73889,P-LIM-346,Limpia Vidrios,Limpieza,9,3.46,1.74,21/08/2026,LA-01,Los Ángeles,20,26,74,SUP-018,9,40,M,60874,No Registrado,Transferencia,No,Sin Promoción,Tormenta,No,Sí,254.9,271.2
TX-6419,C-99401,P-LÁC-772,Leche Descremada,Lácteos,5,1.84,1.07,29/08/2026,LA-01,Los Ángeles,14,24,54,SUP-018,11,64,Otro,72270,No Registrado,Tarjeta Débito,Sí,Bundle,Tormenta,No,No,122.2,139.6
TX-6420,C-64166,P-CUI-828,Pasta Dental 150ml,Cuidado Personal,8,3.08,1.37,19/06/2026,LA-01,Los Ángeles,44,27,163,SUP-005,9,31,M,80538,Plata,Tarjeta Débito,Sí,Precio Especial,Tormenta,No,No,77.4,65.4
TX-6421,C-15859,P-LÁC-138,Queso Parmesano,Lácteos,4,6.21,3.34,30/06/2026,CHI-01,Chicago,13,27,122,SUP-014,14,75,Otro,103169,Bronce,Efectivo,Sí,2x1,Lluvia,No,No,62.0,52.5
TX-6422,C-12581,P-ALI-796,Cereales Kellogg's,Alimentos,1,4.88,2.67,31/05/2026,HOU-02,Houston,94,39,82,SUP-001,14,21,Otro,88171,No Registrado,Transferencia,No,Sin Promoción,Nieve,No,No,228.9,185.3
TX-6423,C-39081,P-ELE-549,Teclado USB,Electrónica,9,22.43,11.41,27/03/2026,HOU-02,Houston,107,17,55,SUP-002,18,74,F,97990,Bronce,Billetera Digital,No,Sin Promoción,Lluvia,No,No,248.0,258.8
TX-6424,C-49289,P-CUI-590,Pasta Dental 150ml,Cuidado Personal,1,2.9,1.37,22/12/2026,MIA-01,Miami,21,15,54,SUP-017,9,34,F,69566,Oro,Transferencia,Sí,Cupón Digital,Lluvia,Sí,No,54.7,55.7
TX-6425,C-69828,P-ALI-309,Cereales Kellogg's,Alimentos,5,4.9,2.68,02/11/2026,NY-01,Nueva York,92,14,107,SUP-008,2,72,F,92439,No Registrado,Transferencia,No,Sin Promoción,Tormenta,Sí,No,314.7,282.9
TX-6426,C-74910,P-ALI-503,Pasta Fettuccine,Alimentos,6,3.05,1.47,05/06/2026,LA-02,Los Ángeles,6,12,114,SUP-014,9,27,F,104405,No Registrado,Efectivo,No,Sin Promoción,Soleado,Sí,Sí,257.2,219.7
TX-6427,C-46491,P-CUI-442,Acondicionador 400ml,Cuidado Personal,3,6.15,3.07,16/10/2026,MIA-02,Miami,109,37,130,SUP-003,18,22,Otro,46702,Bronce,Transferencia,Sí,Sin Promoción,Tormenta,No,No,61.5,55.1
TX-6428,C-94929,P-CUI-828,Gel de Ducha,Cuidado Personal,6,5.08,2.47,01/02/2026,CHI-01,Chicago,32,39,98,SUP-003,13,36,Otro,117637,Bronce,Tarjeta Crédito,Sí,Sin Promoción,Soleado,Sí,No,296.8,277.9
TX-6429,C-86047,P-CUI-796,Shampoo 400ml,Cuidado Personal,9,6.0,3.08,31/08/2026,HOU-01,Houston,6,22,61,SUP-004,7,60,Otro,52489,Plata,Tarjeta Crédito,Sí,Cupón Digital,Nublado,Sí,No,331.1,299.0
TX-6430,C-59851,P-ALI-652,Frijoles Negros,Alimentos,11,1.45,0.75,28/03/2026,MIA-02,Miami,16,13,74,SUP-017,12,75,M,53290,No Registrado,Tarjeta Débito,No,Sin Promoción,Nublado,No,No,80.9,96.3
TX-6431,C-12762,P-LIM-954,Limpiapisos 1L,Limpieza,2,4.89,2.34,27/01/2026,MIA-01,Miami,59,29,146,SUP-001,4,41,F,50232,Bronce,Tarjeta Débito,No,Sin Promoción,Nublado,No,No,221.2,207.2
TX-6432,C-92743,P-ELE-909,Hub USB 4 Puertos,Electrónica,1,17.46,8.16,30/05/2026,CHI-02,Chicago,3,31,182,SUP-012,20,42,Otro,113921,Plata,Billetera Digital,Sí,Precio Especial,Niebla,No,Sí,158.1,162.3
TX-6433,C-69417,P-ELE-366,Audífonos Bluetooth,Electrónica,5,30.16,15.43,16/11/2026,NY-01,Nueva York,5,17,51,SUP-009,6,34,Otro,109024,Plata,Billetera Digital,No,Sin Promoción,Tormenta,Sí,No,233.8,230.1
TX-6434,C-23979,P-LÁC-100,Queso Parmesano,Lácteos,7,5.97,3.46,27/05/2026,HOU-02,Houston,12,10,158,SUP-014,16,23,M,43572,Bronce,Tarjeta Débito,No,Sin Promoción,Nublado,Sí,No,108.2,97.7
TX-6435,C-81486,P-LIM-785,Desinfectante 750ml,Limpieza,11,4.2,2.12,12/02/2026,HOU-01,Houston,78,39,94,SUP-016,5,67,Otro,43375,Bronce,Tarjeta Débito,Sí,Precio Especial,Niebla,No,No,71.4,62.6
TX-6436,C-40029,P-LIM-195,Desinfectante 750ml,Limpieza,8,4.37,2.04,16/09/2026,CHI-02,Chicago,48,19,195,SUP-002,4,63,M,47582,Bronce,Billetera Digital,No,Sin Promoción,Nieve,No,No,136.4,120.8
TX-6437,C-11315,P-ALI-911,Pan Integral,Alimentos,12,4.06,2.14,23/05/2026,NY-02,Nueva York,82,29,130,SUP-020,20,20,M,67117,Oro,Efectivo,Sí,Cupón Digital,Soleado,Sí,No,104.9,111.5
TX-6438,C-17072,P-ALI-541,Aceite Oliva 1L,Alimentos,8,9.98,5.66,09/03/2026,CHI-01,Chicago,115,32,187,SUP-019,9,32,F,110561,Plata,Billetera Digital,No,Sin Promoción,Tormenta,Sí,No,128.5,148.6
TX-6439,C-59195,P-CUI-714,Pasta Dental 150ml,Cuidado Personal,5,3.05,1.38,24/05/2026,NY-02,Nueva York,117,35,118,SUP-005,3,72,M,81919,Plata,Tarjeta Crédito,No,Sin Promoción,Tormenta,Sí,No,80.0,73.3
TX-6440,C-43255,P-LÁC-767,Mantequilla 250g,Lácteos,4,3.54,1.91,12/05/2026,LA-02,Los Ángeles,17,34,189,SUP-016,21,73,Otro,84534,No Registrado,Tarjeta Crédito,Sí,Descuento %,Nublado,Sí,Sí,248.4,268.0
TX-6441,C-87240,P-CUI-850,Jabón Líquido 250ml,Cuidado Personal,2,3.61,1.74,27/02/2026,LA-01,Los Ángeles,48,34,163,SUP-009,12,20,Otro,69973,Bronce,Efectivo,Sí,2x1,Soleado,No,No,252.4,231.8
TX-6442,C-91302,P-LÁC-127,Queso Mozzarella,Lácteos,2,4.64,2.57,31/03/2026,LA-01,Los Ángeles,65,28,95,SUP-011,17,45,M,70304,Plata,Transferencia,No,Sin Promoción,Soleado,Sí,No,137.1,110.2
TX-6443,C-73186,P-LIM-661,Esponjas x3,Limpieza,6,1.98,0.89,30/10/2026,NY-01,Nueva York,38,14,200,SUP-015,10,23,Otro,24288,Plata,Transferencia,No,Sin Promoción,Nublado,No,No,280.5,307.7
TX-6444,C-98140,P-ALI-944,Atún en Lata,Alimentos,2,1.91,0.97,19/03/2026,HOU-01,Houston,79,16,52,SUP-008,13,56,F,55235,No Registrado,Transferencia,Sí,Sin Promoción,Niebla,Sí,No,65.2,65.2
TX-6445,C-44659,P-ALI-505,Pasta Fettuccine,Alimentos,10,3.1,1.5,17/08/2026,LA-01,Los Ángeles,25,31,52,SUP-006,12,35,Otro,73591,Plata,Tarjeta Crédito,Sí,Sin Promoción,Soleado,No,Sí,249.5,250.6
TX-6446,C-15601,P-LIM-446,Esponjas x3,Limpieza,11,1.94,0.89,31/03/2026,LA-01,Los Ángeles,42,15,188,SUP-001,13,29,Otro,83333,No Registrado,Billetera Digital,Sí,2x1,Lluvia,No,No,182.2,151.9
TX-6447,C-17095,P-ALI-410,Atún en Lata,Alimentos,4,1.96,0.95,25/12/2026,HOU-01,Houston,113,30,159,SUP-005,7,68,M,103476,Bronce,Transferencia,No,Sin Promoción,Tormenta,Sí,No,131.9,157.6
TX-6448,C-20007,P-CUI-487,Acondicionador 400ml,Cuidado Personal,5,6.04,3.1,06/09/2026,HOU-02,Houston,15,37,123,SUP-012,7,53,M,24382,No Registrado,Efectivo,Sí,Precio Especial,Tormenta,No,Sí,140.5,162.2
TX-6449,C-46021,P-LÁC-254,Queso Parmesano,Lácteos,11,6.17,3.41,28/09/2026,MIA-01,Miami,25,19,96,SUP-014,21,23,M,95399,No Registrado,Transferencia,Sí,Bundle,Lluvia,Sí,No,108.3,118.8
TX-6450,C-59266,P-ELE-161,Funda Celular,Electrónica,3,7.62,3.29,17/01/2026,LA-01,Los Ángeles,8,13,95,SUP-006,18,62,Otro,113513,Oro,Tarjeta Débito,No,Sin Promoción,Nieve,No,Sí,114.0,106.2
TX-6451,C-82581,P-LIM-860,Suavizante Ropa,Limpieza,12,5.0,2.65,13/02/2026,NY-01,Nueva York,113,28,105,SUP-019,6,33,Otro,71569,Plata,Tarjeta Débito,Sí,Cupón Digital,Tormenta,Sí,No,63.9,53.1
TX-6452,C-18592,P-LÁC-472,Leche Entera 1L,Lácteos,1,2.07,1.1,16/03/2026,NY-01,Nueva York,101,24,179,SUP-017,3,46,F,112772,Plata,Tarjeta Crédito,Sí,Bundle,Lluvia,Sí,No,257.1,273.8
TX-6453,C-77395,P-CUI-313,Acondicionador 400ml,Cuidado Personal,9,5.83,3.08,20/03/2026,CHI-02,Chicago,55,10,56,SUP-002,7,65,M,48826,Oro,Transferencia,Sí,Descuento %,Nieve,No,No,46.8,42.3
TX-6454,C-55460,P-ALI-868,Salsa de Tomate,Alimentos,7,2.67,1.32,11/09/2026,MIA-02,Miami,43,12,69,SUP-007,5,48,M,25874,Bronce,Transferencia,Sí,2x1,Nublado,No,No,271.1,318.2
TX-6455,C-35676,P-LÁC-814,Leche Descremada,Lácteos,8,1.89,1.07,31/07/2026,NY-01,Nueva York,30,24,125,SUP-001,9,61,F,53146,No Registrado,Transferencia,No,Sin Promoción,Nieve,No,No,162.6,167.1
TX-6456,C-20462,P-CUI-795,Gel de Ducha,Cuidado Personal,10,4.91,2.47,16/07/2026,NY-02,Nueva York,105,13,132,SUP-019,5,48,F,27810,No Registrado,Transferencia,Sí,2x1,Soleado,Sí,No,179.9,215.1
TX-6457,C-94947,P-ALI-484,Cereales Kellogg's,Alimentos,5,4.65,2.76,05/12/2026,LA-01,Los Ángeles,63,10,130,SUP-003,20,59,Otro,55413,Oro,Transferencia,No,Sin Promoción,Niebla,No,No,257.5,268.9
TX-6458,C-97166,P-LÁC-909,Mantequilla 250g,Lácteos,8,3.6,1.89,23/11/2026,NY-02,Nueva York,39,29,189,SUP-015,7,62,Otro,85882,Bronce,Transferencia,No,Sin Promoción,Niebla,Sí,No,227.5,198.5
TX-6459,C-34740,P-ELE-199,Hub USB 4 Puertos,Electrónica,4,16.83,8.05,18/04/2026,NY-02,Nueva York,64,36,197,SUP-001,13,26,Otro,58653,Plata,Tarjeta Débito,Sí,Descuento %,Tormenta,Sí,No,315.0,339.4
